phoneNumber,preferredLanguage,fspName,paymentAmountMultiplier,name,middlename,firstname,gender,birthdate,documentid,headhousehold,males,boys,women,girls,householdsituation,maritalsituation,specialcharacteristics,pregnant,breastfeeding,womendisabled,mendisabled,girlsdisabled,boysdisabled,childrenmalnourished,malnourishedtreatment,whatsappPhoneNumber
58205766718,en,Intersolve-whatsapp,1,Hammond,Addie,Anne,Masculin ,30-11-2000,GqnnD,Non,4,8,4,3,displaced,married,elderlycharge,0,4,3,4,4,6,8,Oui,80382936260
85530603627,nl,Intersolve-whatsapp,2,Casey,Lawrence,Douglas,Féminin,15-03-1990,msnTS,Non,6,6,6,8,displaced,girl,none,5,7,0,7,0,5,6,Non,72507782591
04271307832,nl,Intersolve-whatsapp,2,Bishop,Paul,Francis,Masculin ,15-03-1990,GhBWf,Oui,4,8,1,5,returnee,married,womancharge,6,1,1,1,0,5,9,Oui,03346888336
36086747514,en,Intersolve-whatsapp,1,Mendez,Louise,Gavin,Féminin,15-03-1990,WyFbM,Oui,0,5,4,0,displaced,girl,womancharge,6,9,6,7,5,6,5,Non,39219632354
30645049491,en,Intersolve-whatsapp,2,Simmons,Laura,Janie,Féminin,15-03-1990,PeYOZ,Oui,8,3,4,3,displaced,married,girlmother,7,5,6,8,2,0,8,Oui,70020175663
02842550608,en,Intersolve-whatsapp,1,Lindsey,Adele,Hester,Masculin ,30-11-2000,dmZRg,Non,9,9,4,9,returnee,widowed,none,8,6,0,7,2,1,4,Oui,10750604051
71182512534,nl,Intersolve-whatsapp,2,Zimmerman,Hallie,Mabelle,Féminin,30-11-2000,oyopZ,Non,5,3,8,7,returnee,divorced,olderalone,1,3,9,4,8,8,9,Oui,48738827841
87366918688,nl,Intersolve-whatsapp,2,Wade,Adrian,Rosetta,Féminin,15-03-1990,tldid,Non,8,4,9,1,autochtonehost,widowed,none,8,1,0,0,7,3,1,Oui,88294575912
98232086274,nl,Intersolve-whatsapp,2,Barrett,Jon,Mathilda,Masculin ,30-11-2000,SklKu,Oui,2,5,1,6,displaced,abandoned,womancharge,9,5,5,3,5,7,4,Non,18314017660
69477647352,nl,Intersolve-whatsapp,2,Tran,Hettie,Jesse,Masculin ,15-03-1990,JdmgT,Oui,4,2,6,7,displaced,girl,pregnantbrestfeeding,8,6,2,1,3,6,7,Non,44745167092
56971843758,nl,Intersolve-whatsapp,2,Barber,Ruby,Janie,Masculin ,15-03-1990,MJyrf,Oui,5,3,5,5,autochtonehost,abandoned,none,7,4,6,6,9,3,0,Oui,93147136268
71650082935,nl,Intersolve-whatsapp,2,Stewart,Sylvia,Johnny,Masculin ,30-11-2000,ZqOwm,Oui,8,9,9,5,returnee,seperated,childcharge,1,6,6,4,6,8,5,Oui,96995201073
90203784445,nl,Intersolve-whatsapp,2,Rowe,Delia,Anne,Féminin,15-03-1990,ZPWOG,Non,5,5,8,8,autochtoneprivate,abandoned,none,9,2,7,6,8,3,7,Non,70436381230
11402892208,nl,Intersolve-whatsapp,1,McDonald,Cecelia,Charlie,Masculin ,30-11-2000,OEfcP,Non,6,9,4,7,displaced,widowed,girlmother,2,6,5,5,9,5,3,Non,74119286904
11953587852,en,Intersolve-whatsapp,1,Palmer,Viola,Donald,Masculin ,15-03-1990,vNvdu,Oui,8,5,8,6,autochtonehost,widowed,womancharge,2,4,7,8,5,9,4,Oui,88923752311
21791398375,en,Intersolve-whatsapp,2,Figueroa,Lydia,Rena,Féminin,30-11-2000,ZbQul,Oui,2,1,2,2,autochtoneprivate,married,none,6,9,1,1,6,1,0,Oui,68897827700
51893659957,nl,Intersolve-whatsapp,1,Medina,Stephen,Trevor,Masculin ,30-11-2000,wMoHc,Non,6,0,6,8,displaced,seperated,none,5,0,4,4,1,3,4,Non,74142988399
58308151182,nl,Intersolve-whatsapp,2,Floyd,Mittie,Joel,Masculin ,30-11-2000,NNqkO,Non,2,7,1,8,autochtonehost,widowed,elderlycharge,0,2,3,6,7,0,0,Non,18184405854
90584260891,en,Intersolve-whatsapp,1,Lopez,Gary,Charlie,Féminin,15-03-1990,GjdXf,Oui,5,6,5,5,displaced,married,none,3,2,0,1,5,0,3,Non,02067298282
99525580201,en,Intersolve-whatsapp,2,Torres,Lottie,Herbert,Masculin ,15-03-1990,OKhLB,Non,1,5,9,0,returnee,girl,womancharge,2,3,7,8,2,3,3,Oui,70137709703
20387991761,nl,Intersolve-whatsapp,1,Campbell,Eugene,Clara,Féminin,15-03-1990,SoGkp,Oui,5,2,1,3,autochtoneprivate,divorced,childcharge,9,2,6,1,7,3,1,Oui,98354972809
31144384249,nl,Intersolve-whatsapp,2,Wilkins,Mamie,Lela,Masculin ,15-03-1990,mUIBb,Non,2,6,5,1,returnee,widowed,girlmother,6,3,4,3,2,6,6,Oui,00893421483
00323426182,nl,Intersolve-whatsapp,2,Blair,Estelle,Douglas,Féminin,30-11-2000,ZmbUU,Non,6,0,1,6,autochtonehost,seperated,childcharge,4,3,4,0,2,9,3,Oui,11678587489
47166209030,en,Intersolve-whatsapp,1,Vega,Rosa,Evelyn,Masculin ,30-11-2000,cJSDu,Oui,3,7,1,2,autochtonehost,married,childcharge,6,9,8,9,2,6,1,Oui,23221002205
36564898588,nl,Intersolve-whatsapp,2,Stevenson,James,Amanda,Masculin ,30-11-2000,iWpwQ,Oui,6,1,5,2,autochtonehost,married,girlmother,2,4,2,2,0,6,7,Oui,98561381608
40454130324,en,Intersolve-whatsapp,2,Gutierrez,Ryan,David,Masculin ,30-11-2000,vSZlX,Non,9,6,5,9,displaced,widowed,none,5,2,8,0,2,6,3,Non,07785623517
37036716658,en,Intersolve-whatsapp,2,McCormick,Johnny,Amanda,Masculin ,15-03-1990,nKNdW,Non,8,1,5,8,returnee,abandoned,elderlycharge,5,2,8,1,7,0,2,Non,60426154076
13292167363,en,Intersolve-whatsapp,1,Graham,Troy,Willie,Féminin,15-03-1990,HmqHq,Oui,7,4,9,6,autochtonehost,seperated,womancharge,0,8,0,6,9,1,1,Oui,63485465959
09953510252,nl,Intersolve-whatsapp,2,West,Matthew,Samuel,Masculin ,30-11-2000,wMdUq,Non,5,1,8,1,autochtonehost,abandoned,elderlycharge,1,4,2,8,2,3,9,Non,65266709318
60303916738,nl,Intersolve-whatsapp,2,Thomas,Maud,Beulah,Masculin ,30-11-2000,Ibbor,Non,2,8,5,9,displaced,seperated,womancharge,2,9,9,2,5,6,2,Oui,69451175017
71220815444,nl,Intersolve-whatsapp,1,Banks,Alfred,Isabel,Masculin ,15-03-1990,duLqX,Oui,8,1,4,2,autochtonehost,widowed,none,4,7,5,2,5,3,0,Non,99858400962
08728069165,en,Intersolve-whatsapp,1,Hubbard,Connor,Janie,Féminin,15-03-1990,yuzEu,Non,9,0,9,3,autochtonehost,married,pregnantbrestfeeding,2,6,3,5,0,3,2,Non,22213143703
15692818707,en,Intersolve-whatsapp,2,Hart,Hunter,Dora,Masculin ,15-03-1990,nQryI,Non,2,0,1,9,autochtonehost,girl,elderlycharge,7,7,9,8,6,1,0,Oui,20628515623
50138164262,nl,Intersolve-whatsapp,2,Glover,Mable,Lawrence,Féminin,30-11-2000,bwICA,Non,3,3,6,7,returnee,seperated,pregnantbrestfeeding,5,8,0,2,1,4,4,Non,88878307085
88465247544,en,Intersolve-whatsapp,2,Malone,William,Kate,Masculin ,30-11-2000,ALYJD,Non,9,0,1,6,autochtoneprivate,divorced,girlmother,2,0,3,4,5,4,0,Oui,56092248131
21779811300,en,Intersolve-whatsapp,1,Parks,Theresa,Lillie,Féminin,15-03-1990,XKIuO,Oui,5,8,2,8,returnee,married,childcharge,1,8,2,1,2,0,7,Oui,65891592611
63058866062,nl,Intersolve-whatsapp,2,Nguyen,Isabel,Olive,Féminin,15-03-1990,rOdWt,Oui,1,1,8,3,displaced,divorced,elderlycharge,6,0,4,3,7,3,5,Non,24129845366
42077438534,nl,Intersolve-whatsapp,1,Bradley,Gerald,Estella,Masculin ,30-11-2000,auRqT,Oui,8,9,5,9,autochtonehost,widowed,girlmother,8,7,3,2,5,1,3,Non,20693274494
57198453943,nl,Intersolve-whatsapp,1,Boyd,Ricardo,Emilie,Masculin ,15-03-1990,OdBbw,Non,6,8,4,4,autochtonehost,abandoned,girlmother,9,8,9,2,3,0,3,Non,90185524027
17122136754,en,Intersolve-whatsapp,2,McCoy,Ruth,Carlos,Féminin,15-03-1990,OzeTe,Oui,2,7,2,1,returnee,abandoned,pregnantbrestfeeding,7,7,0,7,0,1,0,Non,08566606311
22713308247,en,Intersolve-whatsapp,1,Ward,Sean,Mildred,Masculin ,15-03-1990,JyiYB,Oui,7,9,1,0,autochtoneprivate,divorced,elderlycharge,0,2,5,5,0,3,0,Oui,57464430238
78450324050,nl,Intersolve-whatsapp,1,Ortega,Zachary,Jonathan,Féminin,15-03-1990,nvwNX,Oui,6,7,6,4,autochtonehost,girl,pregnantbrestfeeding,0,4,0,2,2,0,4,Non,79940943142
97494369483,nl,Intersolve-whatsapp,1,Figueroa,Lillian,Derrick,Masculin ,30-11-2000,TkdaQ,Oui,7,1,1,7,returnee,seperated,girlmother,3,5,6,0,6,1,5,Non,99033842787
03996482447,nl,Intersolve-whatsapp,2,Joseph,Francis,Bruce,Masculin ,30-11-2000,vzKVG,Oui,6,3,8,7,returnee,widowed,olderalone,4,6,8,8,8,8,3,Non,37239183677
15476508199,nl,Intersolve-whatsapp,2,Norris,Ina,Henrietta,Masculin ,30-11-2000,ZAFUR,Non,5,8,6,1,autochtonehost,abandoned,womancharge,9,4,0,7,2,2,0,Non,31089590411
15022229900,nl,Intersolve-whatsapp,1,Schneider,Gordon,Isaac,Masculin ,15-03-1990,epDaY,Non,6,4,9,6,autochtoneprivate,married,elderlycharge,4,8,8,2,2,4,0,Oui,55736410838
71783763677,en,Intersolve-whatsapp,1,Dunn,Jack,Bradley,Masculin ,30-11-2000,nCXuA,Oui,7,0,8,0,autochtoneprivate,abandoned,childcharge,2,8,6,1,2,3,9,Non,41681616525
86261022263,en,Intersolve-whatsapp,2,Reid,Joseph,Hunter,Masculin ,30-11-2000,gsiiF,Non,0,8,2,6,autochtonehost,abandoned,elderlycharge,9,8,3,8,1,5,1,Non,73360629481
17919887451,nl,Intersolve-whatsapp,2,Long,Evan,Georgie,Masculin ,30-11-2000,eNinN,Oui,3,7,8,6,displaced,girl,elderlycharge,2,9,4,4,5,0,8,Oui,00609794628
59771479434,en,Intersolve-whatsapp,2,Casey,Dean,Leo,Masculin ,15-03-1990,qZeQr,Non,3,6,8,6,autochtoneprivate,girl,olderalone,4,6,2,5,0,6,0,Non,09511215744
12555168635,nl,Intersolve-whatsapp,1,McCoy,Lena,May,Masculin ,30-11-2000,wIfDt,Oui,2,4,2,6,returnee,married,elderlycharge,6,7,0,4,5,8,1,Oui,10050545499
14167242881,en,Intersolve-whatsapp,1,Gonzales,Clayton,Mitchell,Féminin,30-11-2000,HqfWP,Non,7,0,5,9,returnee,abandoned,girlmother,3,7,1,5,4,8,3,Oui,59804237542
58843112068,nl,Intersolve-whatsapp,1,Stone,Florence,Floyd,Féminin,30-11-2000,mSNOq,Non,6,0,2,0,autochtonehost,girl,olderalone,4,9,4,2,3,0,8,Oui,04062220444
45401767981,en,Intersolve-whatsapp,2,McGuire,Edward,Isabella,Masculin ,30-11-2000,zggKQ,Non,4,9,3,7,autochtonehost,widowed,elderlycharge,9,7,0,2,4,7,8,Oui,84108858572
63278997200,nl,Intersolve-whatsapp,1,Nelson,Olga,Gene,Féminin,15-03-1990,cLaCz,Oui,5,4,9,5,returnee,married,pregnantbrestfeeding,0,4,1,1,4,3,5,Non,63158917476
62946773319,en,Intersolve-whatsapp,1,Shaw,Helen,Max,Féminin,30-11-2000,jlVAz,Non,3,6,0,5,autochtoneprivate,girl,none,5,7,6,1,5,5,4,Oui,06330829358
58406279400,en,Intersolve-whatsapp,1,Walton,Henrietta,Jimmy,Masculin ,30-11-2000,CTAdf,Oui,6,6,8,8,returnee,married,childcharge,8,4,8,4,7,8,4,Oui,89143994702
89891079177,en,Intersolve-whatsapp,1,Roberts,Mike,Tony,Masculin ,15-03-1990,XEaBV,Non,1,8,2,0,autochtonehost,divorced,womancharge,8,8,2,8,8,5,4,Non,12497724620
99163825165,nl,Intersolve-whatsapp,1,Swanson,Agnes,Cordelia,Masculin ,30-11-2000,pdzeS,Oui,9,6,5,7,autochtoneprivate,divorced,childcharge,8,7,8,8,3,9,6,Non,58913204583
58190119437,en,Intersolve-whatsapp,1,Moss,Sally,Douglas,Féminin,30-11-2000,slrgI,Non,4,8,6,2,autochtoneprivate,widowed,olderalone,4,1,0,3,4,0,5,Non,81462343891
09875950520,nl,Intersolve-whatsapp,1,Ray,Mason,Douglas,Féminin,15-03-1990,FhzhL,Oui,3,4,7,2,autochtonehost,seperated,olderalone,5,5,4,4,8,4,3,Oui,99655905549
79523203487,nl,Intersolve-whatsapp,2,Estrada,Carolyn,Beulah,Féminin,30-11-2000,kVqsP,Oui,9,3,0,0,autochtonehost,seperated,womancharge,3,9,0,5,9,1,6,Non,12351089847
73879075097,en,Intersolve-whatsapp,2,Rhodes,Evan,Ruby,Féminin,15-03-1990,WmGNY,Non,4,9,6,7,displaced,divorced,none,9,5,1,4,6,6,6,Non,22074609507
57526111226,en,Intersolve-whatsapp,2,Fitzgerald,Maria,Adam,Masculin ,30-11-2000,gYgqS,Non,9,6,9,6,autochtonehost,abandoned,olderalone,8,5,0,4,2,9,8,Oui,48504358959
73226052629,en,Intersolve-whatsapp,1,Hardy,Katie,Jean,Féminin,30-11-2000,oXurO,Oui,4,7,1,1,autochtoneprivate,married,childcharge,7,7,4,6,5,9,2,Non,00680225585
76838335969,nl,Intersolve-whatsapp,2,Pratt,Zachary,Danny,Masculin ,30-11-2000,nrOLj,Oui,5,8,5,4,returnee,divorced,womancharge,9,6,8,8,1,4,8,Oui,07765199692
12432947468,nl,Intersolve-whatsapp,1,Vargas,Rhoda,Blanche,Masculin ,15-03-1990,QfeFD,Non,1,7,9,5,returnee,girl,womancharge,3,9,7,0,1,5,4,Oui,89333673123
26079554660,nl,Intersolve-whatsapp,1,Powers,Lida,Ray,Masculin ,30-11-2000,VoVpo,Oui,8,3,1,9,returnee,abandoned,childcharge,3,9,9,6,5,3,7,Oui,34231482981
90857523155,nl,Intersolve-whatsapp,1,Ellis,Emily,Lottie,Féminin,15-03-1990,eblwe,Non,5,0,1,5,returnee,seperated,childcharge,2,0,9,6,8,5,8,Non,02848885047
95112001400,nl,Intersolve-whatsapp,2,Saunders,Della,Susan,Féminin,30-11-2000,zMIfJ,Oui,5,4,6,9,autochtoneprivate,girl,womancharge,8,9,0,7,3,6,3,Oui,06872304762
78553755887,nl,Intersolve-whatsapp,1,Jimenez,William,Vera,Masculin ,15-03-1990,GOvHf,Oui,9,6,0,8,autochtonehost,abandoned,girlmother,5,0,9,1,8,2,1,Non,22027827009
41011537634,nl,Intersolve-whatsapp,2,Williams,Derek,Hattie,Masculin ,30-11-2000,FLADl,Oui,9,5,9,9,autochtonehost,married,childcharge,2,2,5,9,7,0,4,Non,54409650636
86977715811,en,Intersolve-whatsapp,2,Hawkins,Brett,Elmer,Masculin ,30-11-2000,EzRSC,Non,9,7,2,7,returnee,divorced,none,1,6,3,1,9,6,2,Non,48411209576
10634516327,nl,Intersolve-whatsapp,1,Henry,Terry,Nathan,Féminin,15-03-1990,BfAlp,Oui,2,0,3,5,returnee,girl,womancharge,9,6,5,1,6,2,6,Non,59984026249
69669211254,nl,Intersolve-whatsapp,1,Klein,Zachary,Eleanor,Féminin,30-11-2000,BnHbC,Oui,6,2,3,0,returnee,abandoned,elderlycharge,1,7,6,0,4,5,6,Oui,79452282379
59245586446,nl,Intersolve-whatsapp,1,Arnold,Robert,Josie,Masculin ,30-11-2000,jmGzG,Non,7,7,1,6,returnee,girl,olderalone,8,7,4,2,1,0,2,Non,83296229418
87117789556,en,Intersolve-whatsapp,1,Graham,Virgie,Cameron,Masculin ,30-11-2000,RmuWh,Oui,9,2,9,0,returnee,seperated,olderalone,0,1,2,6,9,0,1,Oui,73611812285
58530267004,nl,Intersolve-whatsapp,1,Summers,Bessie,Vera,Masculin ,30-11-2000,UvGtp,Oui,7,8,3,0,autochtonehost,abandoned,childcharge,2,9,3,8,2,8,7,Oui,82088215018
78851928027,nl,Intersolve-whatsapp,2,Simmons,Gilbert,Juan,Masculin ,15-03-1990,ZDtCk,Non,3,8,6,6,autochtoneprivate,divorced,girlmother,1,2,0,8,6,6,9,Oui,03920654520
06222142059,en,Intersolve-whatsapp,1,Barber,Eugene,Robert,Masculin ,15-03-1990,EjFrP,Non,9,8,7,0,autochtoneprivate,widowed,elderlycharge,7,8,8,9,9,2,7,Non,59578829353
92156387488,nl,Intersolve-whatsapp,1,Harrington,Grace,Emma,Masculin ,15-03-1990,VRBdJ,Non,4,9,9,9,autochtonehost,widowed,olderalone,0,2,3,0,9,8,1,Oui,20332838833
59690928035,nl,Intersolve-whatsapp,2,Reid,Helen,Travis,Masculin ,30-11-2000,LJCBv,Oui,8,3,2,8,displaced,abandoned,none,4,6,1,9,0,7,6,Non,00758909088
97191437000,en,Intersolve-whatsapp,1,Horton,Edward,May,Masculin ,15-03-1990,UGEIi,Non,0,8,2,7,displaced,widowed,elderlycharge,8,4,8,0,6,0,1,Oui,08520691938
61315098719,nl,Intersolve-whatsapp,1,Todd,Derek,Bess,Féminin,30-11-2000,flrgu,Non,7,3,2,0,autochtoneprivate,seperated,pregnantbrestfeeding,3,5,2,9,0,0,6,Non,16319152966
91256779229,en,Intersolve-whatsapp,1,Vega,Seth,Amelia,Masculin ,30-11-2000,vRJgm,Oui,1,6,5,0,autochtoneprivate,divorced,elderlycharge,4,6,9,8,9,0,5,Oui,00264783455
06137660663,en,Intersolve-whatsapp,2,Cohen,Gene,Alice,Masculin ,15-03-1990,hogUG,Oui,2,4,9,8,returnee,abandoned,elderlycharge,4,3,8,7,7,0,0,Oui,01489312172
41632785184,nl,Intersolve-whatsapp,1,Mills,Roxie,Andrew,Masculin ,30-11-2000,ZoSOD,Oui,5,8,4,7,autochtoneprivate,girl,none,1,1,4,7,1,2,6,Oui,25103137029
40722803539,nl,Intersolve-whatsapp,2,Santos,Jim,Elnora,Féminin,30-11-2000,jumJl,Non,5,3,6,6,autochtonehost,abandoned,none,6,1,6,6,7,4,4,Oui,22587949778
65267996983,nl,Intersolve-whatsapp,1,McDaniel,Eleanor,Frances,Féminin,15-03-1990,pXqOi,Oui,1,5,2,7,autochtoneprivate,married,girlmother,4,8,7,6,6,6,1,Non,57581217624
44350738036,en,Intersolve-whatsapp,2,Burton,Jason,Larry,Masculin ,15-03-1990,qbUZI,Non,4,7,8,3,autochtoneprivate,widowed,pregnantbrestfeeding,8,3,2,7,4,7,4,Oui,95617305613
76753120758,nl,Intersolve-whatsapp,1,Hudson,Lelia,Kathryn,Féminin,30-11-2000,KGgDL,Oui,6,8,3,1,returnee,divorced,elderlycharge,6,9,1,7,2,8,8,Non,56647250571
20674895683,nl,Intersolve-whatsapp,1,Vaughn,Rosa,Bruce,Féminin,15-03-1990,DOkRA,Non,1,4,3,6,autochtonehost,seperated,womancharge,2,9,2,0,4,6,6,Non,67761932948
70227677811,en,Intersolve-whatsapp,2,Gordon,Roxie,Evelyn,Masculin ,15-03-1990,XBbAN,Non,6,8,1,1,displaced,girl,none,1,3,7,8,5,7,0,Non,62435948915
48714371585,en,Intersolve-whatsapp,2,Welch,Dean,Cordelia,Féminin,15-03-1990,twhyH,Oui,5,0,1,5,autochtonehost,widowed,childcharge,7,2,9,2,0,6,9,Non,85243895259
17250748823,nl,Intersolve-whatsapp,1,Mullins,Dominic,Lucille,Masculin ,15-03-1990,nyMIo,Oui,7,0,9,3,autochtoneprivate,abandoned,olderalone,0,8,0,8,8,8,9,Non,74953608433
84957469301,nl,Intersolve-whatsapp,2,Dunn,Etta,Terry,Féminin,30-11-2000,QTxxa,Oui,1,0,2,7,autochtoneprivate,abandoned,olderalone,3,1,4,0,4,5,1,Oui,51838784624
99263407362,en,Intersolve-whatsapp,2,Lawrence,Marguerite,Leila,Féminin,15-03-1990,xxQDj,Non,3,5,8,1,displaced,married,elderlycharge,0,1,1,9,2,0,1,Oui,84304901634
69495534822,en,Intersolve-whatsapp,1,Curry,Leonard,Irene,Masculin ,30-11-2000,rfRbs,Non,2,2,3,9,autochtonehost,abandoned,womancharge,0,3,5,4,1,6,6,Non,50061181502
97200767651,en,Intersolve-whatsapp,2,Roberts,Kate,Louis,Féminin,15-03-1990,Adgwm,Oui,0,3,3,4,returnee,widowed,none,3,3,6,8,1,9,1,Non,01231351981
38308293677,nl,Intersolve-whatsapp,1,Yates,Bernard,Ola,Féminin,30-11-2000,VwBuz,Oui,1,0,2,2,displaced,divorced,pregnantbrestfeeding,7,5,8,5,0,7,1,Oui,64451771931
01899328372,nl,Intersolve-whatsapp,2,Flores,Maud,Lucas,Féminin,15-03-1990,rgbyC,Non,1,1,2,3,autochtonehost,married,girlmother,1,3,4,4,7,5,2,Non,70089218402
83669345555,nl,Intersolve-whatsapp,2,Gilbert,Timothy,Carlos,Féminin,30-11-2000,EIHnq,Oui,9,1,0,9,autochtoneprivate,divorced,none,8,9,4,3,1,1,1,Oui,03108657295
21608063995,nl,Intersolve-whatsapp,2,Dixon,Jennie,Lettie,Féminin,15-03-1990,DeLkd,Oui,7,5,3,5,autochtonehost,girl,olderalone,0,5,0,5,9,6,2,Non,57099440699
10092438704,nl,Intersolve-whatsapp,1,Vasquez,Rachel,Dora,Masculin ,30-11-2000,XzWYg,Non,7,0,0,4,returnee,widowed,pregnantbrestfeeding,1,2,6,4,1,3,5,Non,78586088473
20930546664,en,Intersolve-whatsapp,1,Reese,Sylvia,Fred,Masculin ,30-11-2000,ObADQ,Oui,0,8,1,7,autochtonehost,abandoned,none,2,9,5,9,6,6,8,Non,83788925619
41254387098,en,Intersolve-whatsapp,1,Bowen,Dominic,Alma,Féminin,15-03-1990,ZMQbe,Non,3,6,8,2,returnee,abandoned,womancharge,2,3,5,2,1,5,1,Non,32107747382
44260070900,en,Intersolve-whatsapp,1,Thomas,Stephen,Kyle,Féminin,30-11-2000,jiyrl,Oui,7,9,0,0,autochtonehost,married,womancharge,4,5,3,9,4,2,0,Non,75051904878
80919517415,nl,Intersolve-whatsapp,1,Quinn,Millie,Gavin,Masculin ,30-11-2000,qutLa,Non,2,3,6,4,displaced,girl,pregnantbrestfeeding,8,7,6,5,5,4,8,Oui,30882778187
96728839233,nl,Intersolve-whatsapp,2,Francis,Hettie,Cecilia,Masculin ,30-11-2000,GUrhA,Non,8,6,1,0,autochtonehost,abandoned,childcharge,6,4,5,2,5,2,7,Oui,65694147225
23897287883,en,Intersolve-whatsapp,2,Bryant,Ollie,Lilly,Féminin,15-03-1990,iEiJq,Non,4,3,6,3,displaced,seperated,elderlycharge,3,6,4,9,6,3,6,Oui,20408459608
33020834735,nl,Intersolve-whatsapp,2,Dixon,Daniel,Gussie,Féminin,30-11-2000,Awokk,Oui,8,1,5,9,autochtonehost,abandoned,olderalone,9,3,1,5,1,9,9,Non,57495170968
71826971731,nl,Intersolve-whatsapp,2,Kelley,Kathryn,Marcus,Masculin ,15-03-1990,JvhVD,Non,6,6,9,3,autochtoneprivate,abandoned,childcharge,2,9,5,6,0,9,4,Oui,84640048268
74288995059,nl,Intersolve-whatsapp,2,Pierce,Robert,Warren,Masculin ,30-11-2000,gTepF,Oui,5,7,4,1,autochtonehost,divorced,olderalone,5,4,6,6,0,9,9,Non,67797922028
65861769839,nl,Intersolve-whatsapp,2,Fitzgerald,Carrie,Daniel,Masculin ,15-03-1990,mRFcX,Non,2,5,1,3,returnee,widowed,elderlycharge,1,7,6,4,4,0,4,Non,63828219653
42607832049,en,Intersolve-whatsapp,2,Rhodes,Philip,Derek,Féminin,15-03-1990,hKYhC,Non,9,9,2,8,displaced,divorced,childcharge,1,8,8,5,5,2,2,Oui,68640269682
49265904506,nl,Intersolve-whatsapp,1,Romero,Michael,Jeff,Féminin,30-11-2000,MIpRq,Oui,4,0,5,6,displaced,divorced,pregnantbrestfeeding,7,9,7,4,9,2,5,Non,81778023337
21689453700,en,Intersolve-whatsapp,1,Colon,Ronald,Louis,Féminin,30-11-2000,XvhWE,Non,4,4,0,9,autochtoneprivate,widowed,womancharge,1,9,3,2,6,0,2,Non,85587607229
98784611992,en,Intersolve-whatsapp,1,Potter,Edward,Elmer,Féminin,30-11-2000,GyUKd,Oui,6,6,3,6,displaced,married,girlmother,4,6,8,6,1,9,7,Non,83176295426
03618768265,nl,Intersolve-whatsapp,1,Snyder,Alex,Travis,Féminin,15-03-1990,Rvotp,Oui,1,8,5,6,autochtoneprivate,widowed,elderlycharge,9,9,6,4,2,2,7,Non,02027742304
85966199789,en,Intersolve-whatsapp,1,Jenkins,Curtis,Harold,Féminin,15-03-1990,krBtf,Non,5,1,4,7,displaced,abandoned,childcharge,2,7,6,3,5,8,9,Oui,06922246974
12432502518,en,Intersolve-whatsapp,2,Schwartz,Ann,Henry,Masculin ,30-11-2000,Eklsx,Non,5,3,0,5,displaced,widowed,girlmother,0,6,3,5,1,1,6,Non,86207096555
03672444726,en,Intersolve-whatsapp,1,George,Sophie,Catherine,Féminin,30-11-2000,eJoVu,Oui,7,5,7,4,returnee,seperated,elderlycharge,2,7,7,5,8,0,4,Non,66775692264
70261863752,nl,Intersolve-whatsapp,1,Gutierrez,Trevor,Derek,Masculin ,30-11-2000,nFLnb,Non,8,1,4,4,autochtoneprivate,divorced,none,0,8,5,8,7,8,1,Non,24756978077
39468636137,en,Intersolve-whatsapp,1,Rogers,Blake,Gertrude,Masculin ,30-11-2000,yaSii,Non,8,8,9,0,autochtonehost,abandoned,elderlycharge,5,6,2,4,2,3,3,Non,52307873789
64864746788,en,Intersolve-whatsapp,2,Wood,Jonathan,Rachel,Masculin ,15-03-1990,IkqhP,Oui,3,2,3,2,autochtonehost,married,childcharge,8,8,8,9,1,2,7,Oui,86877736023
55692628538,en,Intersolve-whatsapp,1,Watts,Lela,Nell,Féminin,15-03-1990,IysKR,Non,0,9,0,7,autochtonehost,seperated,pregnantbrestfeeding,3,1,7,5,3,4,9,Non,63625192367
83972005721,nl,Intersolve-whatsapp,1,Bowers,Alexander,Chester,Masculin ,30-11-2000,sqJqJ,Non,0,9,0,4,autochtonehost,divorced,none,7,0,9,9,3,5,3,Oui,48990169807
74082210265,en,Intersolve-whatsapp,2,French,Nora,Francis,Féminin,15-03-1990,POwYS,Oui,9,0,4,0,returnee,abandoned,pregnantbrestfeeding,6,3,1,5,5,7,9,Oui,24535381398
88331516304,en,Intersolve-whatsapp,1,Carr,Claudia,Teresa,Féminin,30-11-2000,tJebW,Oui,1,3,7,6,autochtoneprivate,seperated,none,4,9,5,2,5,8,9,Non,10182642871
66039614245,en,Intersolve-whatsapp,2,Shaw,Inez,Luella,Masculin ,15-03-1990,NAMfM,Oui,7,5,2,5,displaced,widowed,childcharge,2,9,7,4,3,1,2,Oui,43247145431
64074987268,en,Intersolve-whatsapp,2,Norris,Willie,Mayme,Féminin,30-11-2000,LVMMA,Non,7,6,7,3,returnee,girl,none,8,6,7,1,4,1,3,Non,76533641990
34526305261,nl,Intersolve-whatsapp,1,Marsh,Walter,Rosa,Masculin ,30-11-2000,TnZBw,Oui,7,4,8,2,returnee,seperated,girlmother,7,9,2,9,4,8,7,Oui,77462844524
35689824115,nl,Intersolve-whatsapp,2,Pope,Elizabeth,Marie,Masculin ,15-03-1990,dyqzh,Oui,8,7,2,2,autochtoneprivate,girl,childcharge,9,7,1,6,4,0,8,Oui,48227248272
